2022-05-15 13:05:661 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 15:05:174 INFO  LoginPage :47 - Sending text to email field box: [[ChromeDriver: chrome on WINDOWS (9aacec2527a34764c56369dfe83efc6a)] -> id: Email]
2022-05-15 15:05:242 INFO  LoginPage :52 - Sending text to password field box: [[ChromeDriver: chrome on WINDOWS (9aacec2527a34764c56369dfe83efc6a)] -> name: Password]
2022-05-15 15:05:640 INFO  LoginPage :57 - Clicking on login button: [[ChromeDriver: chrome on WINDOWS (9aacec2527a34764c56369dfe83efc6a)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 15:05:412 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 15:05:402 INFO  HomePage :48 - Clicking on login link: [[ChromeDriver: chrome on WINDOWS (84e18f881e5043006478f2657dced0fd)] -> link text: Log in]
2022-05-15 15:05:484 INFO  LoginPage :47 - Sending text to email field box: [[ChromeDriver: chrome on WINDOWS (84e18f881e5043006478f2657dced0fd)] -> id: Email]
2022-05-15 15:05:548 INFO  LoginPage :52 - Sending text to password field box: [[ChromeDriver: chrome on WINDOWS (84e18f881e5043006478f2657dced0fd)] -> name: Password]
2022-05-15 15:05:953 INFO  LoginPage :57 - Clicking on login button: [[ChromeDriver: chrome on WINDOWS (84e18f881e5043006478f2657dced0fd)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 15:05:572 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 15:05:442 INFO  HomePage :70 - Clicking on register link: [[ChromeDriver: chrome on WINDOWS (29a8f7e602af9d03d1dd289df36e6f29)] -> link text: Register]
2022-05-15 15:05:503 INFO  RegisterPage :138 - Clicking on Register button: [[ChromeDriver: chrome on WINDOWS (29a8f7e602af9d03d1dd289df36e6f29)] -> xpath: //button[@id='register-button']]
2022-05-15 15:05:403 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 15:05:256 INFO  HomePage :70 - Clicking on register link: [[ChromeDriver: chrome on WINDOWS (ffd69da9a3ecdae143140c110468b558)] -> link text: Register]
2022-05-15 15:05:464 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 15:05:315 INFO  HomePage :48 - Clicking on login link: [[ChromeDriver: chrome on WINDOWS (5664292bdc1313afb817b8f338135ec2)] -> link text: Log in]
2022-05-15 15:05:401 INFO  LoginPage :47 - Sending text to email field box: [[ChromeDriver: chrome on WINDOWS (5664292bdc1313afb817b8f338135ec2)] -> id: Email]
2022-05-15 15:05:458 INFO  LoginPage :52 - Sending text to password field box: [[ChromeDriver: chrome on WINDOWS (5664292bdc1313afb817b8f338135ec2)] -> name: Password]
2022-05-15 15:05:901 INFO  LoginPage :57 - Clicking on login button: [[ChromeDriver: chrome on WINDOWS (5664292bdc1313afb817b8f338135ec2)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 15:05:05 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 15:05:315 INFO  HomePage :48 - Clicking on login link: [[ChromeDriver: chrome on WINDOWS (65789a9b7680461e3c2ceb80bd0bbd00)] -> link text: Log in]
2022-05-15 15:05:412 INFO  LoginPage :47 - Sending text to email field box: [[ChromeDriver: chrome on WINDOWS (65789a9b7680461e3c2ceb80bd0bbd00)] -> id: Email]
2022-05-15 15:05:517 INFO  LoginPage :52 - Sending text to password field box: [[ChromeDriver: chrome on WINDOWS (65789a9b7680461e3c2ceb80bd0bbd00)] -> name: Password]
2022-05-15 15:05:942 INFO  LoginPage :57 - Clicking on login button: [[ChromeDriver: chrome on WINDOWS (65789a9b7680461e3c2ceb80bd0bbd00)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 15:05:475 INFO  HomePage :57 - Getting text from: Proxy element for: DefaultElementLocator 'By.xpath: //a[normalize-space()='Log out']'
2022-05-15 15:05:949 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 15:05:992 INFO  HomePage :48 - Clicking on login link: [[ChromeDriver: chrome on WINDOWS (99e07461e31d5558fdfc8cccfd28bc82)] -> link text: Log in]
2022-05-15 15:05:213 INFO  LoginPage :47 - Sending text to email field box: [[ChromeDriver: chrome on WINDOWS (99e07461e31d5558fdfc8cccfd28bc82)] -> id: Email]
2022-05-15 15:05:284 INFO  LoginPage :52 - Sending text to password field box: [[ChromeDriver: chrome on WINDOWS (99e07461e31d5558fdfc8cccfd28bc82)] -> name: Password]
2022-05-15 15:05:732 INFO  LoginPage :57 - Clicking on login button: [[ChromeDriver: chrome on WINDOWS (99e07461e31d5558fdfc8cccfd28bc82)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 15:05:767 INFO  HomePage :57 - Getting text from: Proxy element for: DefaultElementLocator 'By.xpath: //a[normalize-space()='Log out']'
2022-05-15 15:05:648 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 15:05:649 INFO  HomePage :49 - Clicking on login link: [[ChromeDriver: chrome on WINDOWS (2d08295b9c3983eaab347db71dde425f)] -> link text: Log in]
2022-05-15 15:05:800 INFO  LoginPage :47 - Sending text to email field box: [[ChromeDriver: chrome on WINDOWS (2d08295b9c3983eaab347db71dde425f)] -> id: Email]
2022-05-15 15:05:884 INFO  LoginPage :52 - Sending text to password field box: [[ChromeDriver: chrome on WINDOWS (2d08295b9c3983eaab347db71dde425f)] -> name: Password]
2022-05-15 15:05:553 INFO  LoginPage :57 - Clicking on login button: [[ChromeDriver: chrome on WINDOWS (2d08295b9c3983eaab347db71dde425f)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 15:05:598 INFO  HomePage :58 - Getting text from: [[ChromeDriver: chrome on WINDOWS (2d08295b9c3983eaab347db71dde425f)] -> xpath: //a[contains(text(),'Log out')]]
2022-05-15 15:05:263 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 15:05:736 INFO  HomePage :41 - Clicking on login link: [[ChromeDriver: chrome on WINDOWS (27a70e7c88c722543220b2e5c20b3567)] -> link text: Log in]
2022-05-15 15:05:983 INFO  LoginPage :47 - Sending text to email field box: [[ChromeDriver: chrome on WINDOWS (27a70e7c88c722543220b2e5c20b3567)] -> id: Email]
2022-05-15 15:05:106 INFO  LoginPage :52 - Sending text to password field box: [[ChromeDriver: chrome on WINDOWS (27a70e7c88c722543220b2e5c20b3567)] -> name: Password]
2022-05-15 15:05:849 INFO  LoginPage :57 - Clicking on login button: [[ChromeDriver: chrome on WINDOWS (27a70e7c88c722543220b2e5c20b3567)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 15:05:628 INFO  HomePage :46 - Clicking on logout link: [[ChromeDriver: chrome on WINDOWS (27a70e7c88c722543220b2e5c20b3567)] -> xpath: //a[contains(text(),'Log out')]]
2022-05-15 15:05:660 INFO  HomePage :56 - Getting text from: [[ChromeDriver: chrome on WINDOWS (27a70e7c88c722543220b2e5c20b3567)] -> link text: Log in]
2022-05-15 15:05:502 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 15:05:296 INFO  HomePage :41 - Clicking on login link: [[ChromeDriver: chrome on WINDOWS (ff4adae347b2385cf4b07106e5261f89)] -> link text: Log in]
2022-05-15 15:05:520 INFO  LoginPage :47 - Sending text to email field box: [[ChromeDriver: chrome on WINDOWS (ff4adae347b2385cf4b07106e5261f89)] -> id: Email]
2022-05-15 15:05:652 INFO  LoginPage :52 - Sending text to password field box: [[ChromeDriver: chrome on WINDOWS (ff4adae347b2385cf4b07106e5261f89)] -> name: Password]
2022-05-15 15:05:409 INFO  LoginPage :57 - Clicking on login button: [[ChromeDriver: chrome on WINDOWS (ff4adae347b2385cf4b07106e5261f89)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 15:05:148 INFO  HomePage :46 - Clicking on logout link: [[ChromeDriver: chrome on WINDOWS (ff4adae347b2385cf4b07106e5261f89)] -> xpath: //a[contains(text(),'Log out')]]
2022-05-15 15:05:164 INFO  HomePage :56 - Getting text from: [[ChromeDriver: chrome on WINDOWS (ff4adae347b2385cf4b07106e5261f89)] -> link text: Log in]
2022-05-15 16:05:728 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 16:05:718 INFO  HomePage :63 - Clicking on register link: [[ChromeDriver: chrome on WINDOWS (2f6ce68e33b96a4eea8b073f9f9ab2de)] -> link text: Register]
2022-05-15 16:05:734 INFO  RegisterPage :92 - Getting text from: [[ChromeDriver: chrome on WINDOWS (2f6ce68e33b96a4eea8b073f9f9ab2de)] -> xpath: //h1[normalize-space()='Register']]
2022-05-15 16:05:465 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 16:05:276 INFO  HomePage :63 - Clicking on register link: [[ChromeDriver: chrome on WINDOWS (acd71e0819aab1e860c711a4debceb12)] -> link text: Register]
2022-05-15 16:05:346 INFO  RegisterPage :138 - Clicking on Register button: [[ChromeDriver: chrome on WINDOWS (acd71e0819aab1e860c711a4debceb12)] -> xpath: //button[@id='register-button']]
2022-05-15 16:05:362 INFO  RegisterPage :152 - Getting text from: [[ChromeDriver: chrome on WINDOWS (acd71e0819aab1e860c711a4debceb12)] -> xpath: //span[@id='FirstName-error']]
2022-05-15 16:05:403 INFO  RegisterPage :157 - Getting text from: [[ChromeDriver: chrome on WINDOWS (acd71e0819aab1e860c711a4debceb12)] -> xpath: //span[@id='LastName-error']]
2022-05-15 16:05:429 INFO  RegisterPage :162 - Getting text from: [[ChromeDriver: chrome on WINDOWS (acd71e0819aab1e860c711a4debceb12)] -> xpath: //span[@id='Email-error']]
2022-05-15 16:05:452 INFO  RegisterPage :167 - Getting text from: [[ChromeDriver: chrome on WINDOWS (acd71e0819aab1e860c711a4debceb12)] -> xpath: //span[@id='Password-error']]
2022-05-15 16:05:472 INFO  RegisterPage :167 - Getting text from: [[ChromeDriver: chrome on WINDOWS (acd71e0819aab1e860c711a4debceb12)] -> xpath: //span[@id='Password-error']]
2022-05-15 16:05:513 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 16:05:639 INFO  HomePage :63 - Clicking on register link: [[ChromeDriver: chrome on WINDOWS (4420f34f5f9a05c6c6db7a2072738aca)] -> link text: Register]
2022-05-15 16:05:686 INFO  RegisterPage :99 - Selecting Gender radio button: female[[ChromeDriver: chrome on WINDOWS (4420f34f5f9a05c6c6db7a2072738aca)] -> xpath: //div[@id='gender']]
2022-05-15 16:05:749 INFO  RegisterPage :104 - Enter First name: Meera[[ChromeDriver: chrome on WINDOWS (4420f34f5f9a05c6c6db7a2072738aca)] -> xpath: //input[@id='FirstName']]
2022-05-15 16:05:808 INFO  RegisterPage :109 - Enter Last name: Parmar[[ChromeDriver: chrome on WINDOWS (4420f34f5f9a05c6c6db7a2072738aca)] -> xpath: //input[@id='LastName']]
2022-05-15 16:05:880 INFO  RegisterPage :114 - Enter date of birth details: 11[[ChromeDriver: chrome on WINDOWS (4420f34f5f9a05c6c6db7a2072738aca)] -> xpath: //select[@name='DateOfBirthDay']]
2022-05-15 16:05:937 INFO  RegisterPage :116 - Enter month of birth details: November[[ChromeDriver: chrome on WINDOWS (4420f34f5f9a05c6c6db7a2072738aca)] -> xpath: //select[@name='DateOfBirthMonth']]
2022-05-15 16:05:993 INFO  RegisterPage :118 - Enter year of birth details:1987[[ChromeDriver: chrome on WINDOWS (4420f34f5f9a05c6c6db7a2072738aca)] -> xpath: //select[@name='DateOfBirthYear']]
2022-05-15 16:05:52 INFO  LoginPage :47 - Sending text to email field box: [[ChromeDriver: chrome on WINDOWS (4420f34f5f9a05c6c6db7a2072738aca)] -> id: Email]
2022-05-15 16:05:113 INFO  LoginPage :52 - Sending text to password field box: [[ChromeDriver: chrome on WINDOWS (4420f34f5f9a05c6c6db7a2072738aca)] -> name: Password]
2022-05-15 16:05:174 INFO  RegisterPage :133 - Enter confirmed password: Asdfg123[[ChromeDriver: chrome on WINDOWS (4420f34f5f9a05c6c6db7a2072738aca)] -> xpath: //input[@id='ConfirmPassword']]
2022-05-15 16:05:924 INFO  RegisterPage :138 - Clicking on Register button: [[ChromeDriver: chrome on WINDOWS (4420f34f5f9a05c6c6db7a2072738aca)] -> xpath: //button[@id='register-button']]
2022-05-15 16:05:940 INFO  RegisterPage :142 - Getting text from: [[ChromeDriver: chrome on WINDOWS (4420f34f5f9a05c6c6db7a2072738aca)] -> xpath: //div[contains(text(),'Your registration completed')]]
2022-05-15 17:05:653 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 17:05:953 INFO  HomePage :70 - Clicking on menu tab: [[[ChromeDriver: chrome on WINDOWS (cb9d780e91f6309a43110454f442a30f)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (cb9d780e91f6309a43110454f442a30f)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (cb9d780e91f6309a43110454f442a30f)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (cb9d780e91f6309a43110454f442a30f)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (cb9d780e91f6309a43110454f442a30f)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (cb9d780e91f6309a43110454f442a30f)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (cb9d780e91f6309a43110454f442a30f)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2022-05-15 17:05:971 INFO  ComputerPage :37 - Getting text from: [[ChromeDriver: chrome on WINDOWS (cb9d780e91f6309a43110454f442a30f)] -> xpath: //h1[contains(text(),'Computers')]]
2022-05-15 17:05:262 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 17:05:166 INFO  HomePage :70 - Clicking on menu tab: [[[ChromeDriver: chrome on WINDOWS (41498e41ed353fac40a5469c46cffc03)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (41498e41ed353fac40a5469c46cffc03)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (41498e41ed353fac40a5469c46cffc03)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (41498e41ed353fac40a5469c46cffc03)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (41498e41ed353fac40a5469c46cffc03)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (41498e41ed353fac40a5469c46cffc03)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (41498e41ed353fac40a5469c46cffc03)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2022-05-15 17:05:591 INFO  ComputerPage :43 - Clicking on Desktop link: [[ChromeDriver: chrome on WINDOWS (41498e41ed353fac40a5469c46cffc03)] -> xpath: //li[@class='inactive']//a[normalize-space()='Desktops']]
2022-05-15 17:05:610 INFO  DesktopsPage :40 - Getting text from: [[ChromeDriver: chrome on WINDOWS (41498e41ed353fac40a5469c46cffc03)] -> xpath: //h1[normalize-space()='Desktops']]
2022-05-15 17:05:09 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 17:05:819 INFO  HomePage :70 - Clicking on menu tab: [[[ChromeDriver: chrome on WINDOWS (df869b58d771988f991d47de9b8210e3)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (df869b58d771988f991d47de9b8210e3)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (df869b58d771988f991d47de9b8210e3)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (df869b58d771988f991d47de9b8210e3)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (df869b58d771988f991d47de9b8210e3)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (df869b58d771988f991d47de9b8210e3)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (df869b58d771988f991d47de9b8210e3)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2022-05-15 17:05:274 INFO  ComputerPage :43 - Clicking on Desktop link: [[ChromeDriver: chrome on WINDOWS (df869b58d771988f991d47de9b8210e3)] -> xpath: //li[@class='inactive']//a[normalize-space()='Desktops']]
2022-05-15 17:05:318 INFO  DesktopsPage :60 - Selecting product from Desktop page: Build your own computer[[ChromeDriver: chrome on WINDOWS (df869b58d771988f991d47de9b8210e3)] -> xpath: //div[@class='picture']]
2022-05-15 17:05:395 INFO  BuildYourOwnComputerPage :59 - Select Processor: 2.2 GHz Intel Pentium Dual-Core E2200[[ChromeDriver: chrome on WINDOWS (df869b58d771988f991d47de9b8210e3)] -> xpath: //select[@id='product_attribute_1']]
2022-05-15 17:05:458 INFO  BuildYourOwnComputerPage :64 - Select RAM: 2 GB[[ChromeDriver: chrome on WINDOWS (df869b58d771988f991d47de9b8210e3)] -> xpath: //select[@id='product_attribute_2']]
2022-05-15 17:05:507 INFO  BuildYourOwnComputerPage :69 - Clicking on Harddisk radio button  : 320 GB[[ChromeDriver: chrome on WINDOWS (df869b58d771988f991d47de9b8210e3)] -> xpath: //input[@name='product_attribute_3']]
2022-05-15 17:05:553 INFO  BuildYourOwnComputerPage :74 - Clicking on Operating system radio button: Vista Home [+$50.00][[ChromeDriver: chrome on WINDOWS (df869b58d771988f991d47de9b8210e3)] -> xpath: //input[@name= 'product_attribute_4']]
2022-05-15 17:05:602 INFO  BuildYourOwnComputerPage :79 - Select Software: Microsoft Office [+$50.00][[ChromeDriver: chrome on WINDOWS (df869b58d771988f991d47de9b8210e3)] -> xpath: //input[@name= 'product_attribute_5']]
2022-05-15 17:05:651 INFO  BuildYourOwnComputerPage :84 - Clicking on  Add to cart button: [[ChromeDriver: chrome on WINDOWS (df869b58d771988f991d47de9b8210e3)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-15 17:05:499 INFO  BuildYourOwnComputerPage :88 - Getting text from: [[ChromeDriver: chrome on WINDOWS (df869b58d771988f991d47de9b8210e3)] -> xpath: //p[contains(.,'The product has been added to your shopping cart')]]
2022-05-15 17:05:532 INFO  ManageDriver :30 - Launching Chrome Browser
